locationTarget,locationVisited,timestamp,value
California_UnitedStates,Arizona_UnitedStates,2020-02-11T00:00:00.000Z,0.019459999999999998
California_UnitedStates,Arizona_UnitedStates,2020-02-12T00:00:00.000Z,0.018986000000000003
California_UnitedStates,Arizona_UnitedStates,2020-02-13T00:00:00.000Z,0.019211000000000002
California_UnitedStates,Arizona_UnitedStates,2020-02-14T00:00:00.000Z,0.021187
California_UnitedStates,Arizona_UnitedStates,2020-02-15T00:00:00.000Z,0.021435
California_UnitedStates,Arizona_UnitedStates,2020-02-16T00:00:00.000Z,0.022205000000000003
California_UnitedStates,Arizona_UnitedStates,2020-02-17T00:00:00.000Z,0.022959999999999998
California_UnitedStates,Arizona_UnitedStates,2020-02-18T00:00:00.000Z,0.021657
California_UnitedStates,Arizona_UnitedStates,2020-02-19T00:00:00.000Z,0.021797
California_UnitedStates,Arizona_UnitedStates,2020-02-20T00:00:00.000Z,0.022099
California_UnitedStates,Arizona_UnitedStates,2020-02-21T00:00:00.000Z,0.022693
California_UnitedStates,Arizona_UnitedStates,2020-02-22T00:00:00.000Z,0.022354
California_UnitedStates,Arizona_UnitedStates,2020-02-23T00:00:00.000Z,0.022928
California_UnitedStates,Arizona_UnitedStates,2020-02-24T00:00:00.000Z,0.022369999999999998
California_UnitedStates,Arizona_UnitedStates,2020-02-25T00:00:00.000Z,0.02196
California_UnitedStates,Arizona_UnitedStates,2020-02-26T00:00:00.000Z,0.022022
California_UnitedStates,Arizona_UnitedStates,2020-02-27T00:00:00.000Z,0.022122
California_UnitedStates,Arizona_UnitedStates,2020-02-28T00:00:00.000Z,0.022955
California_UnitedStates,Arizona_UnitedStates,2020-02-29T00:00:00.000Z,0.022975
California_UnitedStates,Arizona_UnitedStates,2020-03-01T00:00:00.000Z,0.023726
California_UnitedStates,Arizona_UnitedStates,2020-03-02T00:00:00.000Z,0.022317
California_UnitedStates,Arizona_UnitedStates,2020-03-03T00:00:00.000Z,0.02075
California_UnitedStates,Arizona_UnitedStates,2020-03-04T00:00:00.000Z,0.020298
California_UnitedStates,Arizona_UnitedStates,2020-03-05T00:00:00.000Z,0.020313
California_UnitedStates,Arizona_UnitedStates,2020-03-06T00:00:00.000Z,0.021106
California_UnitedStates,Arizona_UnitedStates,2020-03-07T00:00:00.000Z,0.022072
California_UnitedStates,Arizona_UnitedStates,2020-03-08T00:00:00.000Z,0.023857
California_UnitedStates,Arizona_UnitedStates,2020-03-09T00:00:00.000Z,0.023013
California_UnitedStates,Arizona_UnitedStates,2020-03-10T00:00:00.000Z,0.022966999999999998
California_UnitedStates,Arizona_UnitedStates,2020-03-11T00:00:00.000Z,0.021044
California_UnitedStates,Arizona_UnitedStates,2020-03-12T00:00:00.000Z,0.020723
California_UnitedStates,Arizona_UnitedStates,2020-03-13T00:00:00.000Z,0.020752
California_UnitedStates,Arizona_UnitedStates,2020-03-14T00:00:00.000Z,0.020936
California_UnitedStates,Arizona_UnitedStates,2020-03-15T00:00:00.000Z,0.021502
California_UnitedStates,Arizona_UnitedStates,2020-03-16T00:00:00.000Z,0.01999
California_UnitedStates,Arizona_UnitedStates,2020-03-17T00:00:00.000Z,0.019069
California_UnitedStates,Arizona_UnitedStates,2020-03-18T00:00:00.000Z,0.018565
California_UnitedStates,Arizona_UnitedStates,2020-03-19T00:00:00.000Z,0.017987
California_UnitedStates,Arizona_UnitedStates,2020-03-20T00:00:00.000Z,0.017821
California_UnitedStates,Arizona_UnitedStates,2020-03-21T00:00:00.000Z,0.017504
California_UnitedStates,Arizona_UnitedStates,2020-03-22T00:00:00.000Z,0.016915
California_UnitedStates,Arizona_UnitedStates,2020-03-23T00:00:00.000Z,0.015665000000000002
California_UnitedStates,Arizona_UnitedStates,2020-03-24T00:00:00.000Z,0.015316999999999999
California_UnitedStates,Arizona_UnitedStates,2020-03-25T00:00:00.000Z,0.015031999999999998
California_UnitedStates,Arizona_UnitedStates,2020-03-26T00:00:00.000Z,0.014847999999999998
California_UnitedStates,Arizona_UnitedStates,2020-03-27T00:00:00.000Z,0.014619
California_UnitedStates,Arizona_UnitedStates,2020-03-28T00:00:00.000Z,0.013897
California_UnitedStates,Arizona_UnitedStates,2020-03-29T00:00:00.000Z,0.013931
California_UnitedStates,Arizona_UnitedStates,2020-03-30T00:00:00.000Z,0.013274000000000001
California_UnitedStates,Arizona_UnitedStates,2020-03-31T00:00:00.000Z,0.012803
California_UnitedStates,Arizona_UnitedStates,2020-04-01T00:00:00.000Z,0.012405
California_UnitedStates,Arizona_UnitedStates,2020-04-02T00:00:00.000Z,0.012206999999999999
California_UnitedStates,Arizona_UnitedStates,2020-04-03T00:00:00.000Z,0.011928
California_UnitedStates,Arizona_UnitedStates,2020-04-04T00:00:00.000Z,0.011484999999999999
California_UnitedStates,Arizona_UnitedStates,2020-04-05T00:00:00.000Z,0.011412
California_UnitedStates,Arizona_UnitedStates,2020-04-06T00:00:00.000Z,0.011677
California_UnitedStates,Arizona_UnitedStates,2020-04-07T00:00:00.000Z,0.011712
California_UnitedStates,Arizona_UnitedStates,2020-04-08T00:00:00.000Z,0.011128
California_UnitedStates,Arizona_UnitedStates,2020-04-09T00:00:00.000Z,0.011063
California_UnitedStates,Arizona_UnitedStates,2020-04-10T00:00:00.000Z,0.010715
California_UnitedStates,Arizona_UnitedStates,2020-04-11T00:00:00.000Z,0.010145999999999999
California_UnitedStates,Arizona_UnitedStates,2020-04-12T00:00:00.000Z,0.010385
California_UnitedStates,Arizona_UnitedStates,2020-04-13T00:00:00.000Z,0.01063
California_UnitedStates,Arizona_UnitedStates,2020-04-14T00:00:00.000Z,0.009434
California_UnitedStates,Arizona_UnitedStates,2020-04-15T00:00:00.000Z,0.009101999999999999
California_UnitedStates,Arizona_UnitedStates,2020-04-16T00:00:00.000Z,0.009203
California_UnitedStates,Arizona_UnitedStates,2020-04-17T00:00:00.000Z,0.008997
California_UnitedStates,Arizona_UnitedStates,2020-04-18T00:00:00.000Z,0.008741
California_UnitedStates,Arizona_UnitedStates,2020-04-19T00:00:00.000Z,0.009618000000000002
California_UnitedStates,Arizona_UnitedStates,2020-04-20T00:00:00.000Z,0.010006000000000001
California_UnitedStates,Arizona_UnitedStates,2020-04-21T00:00:00.000Z,0.009931
California_UnitedStates,Arizona_UnitedStates,2020-04-22T00:00:00.000Z,0.009732
California_UnitedStates,Arizona_UnitedStates,2020-04-23T00:00:00.000Z,0.00974
California_UnitedStates,Arizona_UnitedStates,2020-04-24T00:00:00.000Z,0.009653
California_UnitedStates,Arizona_UnitedStates,2020-04-25T00:00:00.000Z,0.009487
California_UnitedStates,Arizona_UnitedStates,2020-04-26T00:00:00.000Z,0.010313
California_UnitedStates,Arizona_UnitedStates,2020-04-27T00:00:00.000Z,0.010959
California_UnitedStates,Arizona_UnitedStates,2020-04-28T00:00:00.000Z,0.011115
California_UnitedStates,Arizona_UnitedStates,2020-04-29T00:00:00.000Z,0.01102
California_UnitedStates,Arizona_UnitedStates,2020-04-30T00:00:00.000Z,0.011197
California_UnitedStates,Arizona_UnitedStates,2020-05-01T00:00:00.000Z,0.011317
California_UnitedStates,Arizona_UnitedStates,2020-05-02T00:00:00.000Z,0.011251
California_UnitedStates,Arizona_UnitedStates,2020-05-03T00:00:00.000Z,0.012315000000000001
California_UnitedStates,Arizona_UnitedStates,2020-05-04T00:00:00.000Z,0.012729
California_UnitedStates,Arizona_UnitedStates,2020-05-05T00:00:00.000Z,0.012911
California_UnitedStates,Arizona_UnitedStates,2020-05-06T00:00:00.000Z,0.012536
California_UnitedStates,Arizona_UnitedStates,2020-05-07T00:00:00.000Z,0.012651
California_UnitedStates,Arizona_UnitedStates,2020-05-08T00:00:00.000Z,0.012999
California_UnitedStates,Arizona_UnitedStates,2020-05-09T00:00:00.000Z,0.012998
California_UnitedStates,Arizona_UnitedStates,2020-05-10T00:00:00.000Z,0.013802000000000002
California_UnitedStates,Arizona_UnitedStates,2020-05-11T00:00:00.000Z,0.01406
California_UnitedStates,Arizona_UnitedStates,2020-05-12T00:00:00.000Z,0.013888
California_UnitedStates,Arizona_UnitedStates,2020-05-13T00:00:00.000Z,0.013938999999999998
California_UnitedStates,Arizona_UnitedStates,2020-05-14T00:00:00.000Z,0.013940000000000001
California_UnitedStates,Arizona_UnitedStates,2020-05-15T00:00:00.000Z,0.01404
California_UnitedStates,Arizona_UnitedStates,2020-05-16T00:00:00.000Z,0.014055000000000002
California_UnitedStates,Arizona_UnitedStates,2020-05-17T00:00:00.000Z,0.015219
California_UnitedStates,Arizona_UnitedStates,2020-05-18T00:00:00.000Z,0.015125999999999999
California_UnitedStates,Arizona_UnitedStates,2020-05-19T00:00:00.000Z,0.015388999999999998
California_UnitedStates,Arizona_UnitedStates,2020-05-20T00:00:00.000Z,0.015255000000000001
California_UnitedStates,Arizona_UnitedStates,2020-05-21T00:00:00.000Z,0.015697
California_UnitedStates,Arizona_UnitedStates,2020-05-22T00:00:00.000Z,0.016019
California_UnitedStates,Arizona_UnitedStates,2020-05-23T00:00:00.000Z,0.016219
California_UnitedStates,Arizona_UnitedStates,2020-05-24T00:00:00.000Z,0.016965
California_UnitedStates,Arizona_UnitedStates,2020-05-25T00:00:00.000Z,0.018604
California_UnitedStates,Arizona_UnitedStates,2020-05-26T00:00:00.000Z,0.019857
California_UnitedStates,Arizona_UnitedStates,2020-05-27T00:00:00.000Z,0.020561000000000003
California_UnitedStates,Arizona_UnitedStates,2020-05-28T00:00:00.000Z,0.020224000000000002
California_UnitedStates,Arizona_UnitedStates,2020-05-29T00:00:00.000Z,0.020208
California_UnitedStates,Arizona_UnitedStates,2020-05-30T00:00:00.000Z,0.020766
California_UnitedStates,Arizona_UnitedStates,2020-05-31T00:00:00.000Z,0.021377
California_UnitedStates,Arizona_UnitedStates,2020-06-01T00:00:00.000Z,0.021019
California_UnitedStates,Arizona_UnitedStates,2020-06-02T00:00:00.000Z,0.021158
California_UnitedStates,Arizona_UnitedStates,2020-06-03T00:00:00.000Z,0.020794999999999998
California_UnitedStates,Arizona_UnitedStates,2020-06-04T00:00:00.000Z,0.020847
California_UnitedStates,Arizona_UnitedStates,2020-06-05T00:00:00.000Z,0.020818
California_UnitedStates,Arizona_UnitedStates,2020-06-06T00:00:00.000Z,0.01998
California_UnitedStates,Arizona_UnitedStates,2020-06-07T00:00:00.000Z,0.021398
California_UnitedStates,Arizona_UnitedStates,2020-06-08T00:00:00.000Z,0.021425
California_UnitedStates,Arizona_UnitedStates,2020-06-09T00:00:00.000Z,0.019611
California_UnitedStates,Arizona_UnitedStates,2020-06-10T00:00:00.000Z,0.018987
California_UnitedStates,Arizona_UnitedStates,2020-06-11T00:00:00.000Z,0.019093000000000002
California_UnitedStates,Arizona_UnitedStates,2020-06-12T00:00:00.000Z,0.019596000000000002
California_UnitedStates,Arizona_UnitedStates,2020-06-13T00:00:00.000Z,0.019835
California_UnitedStates,Arizona_UnitedStates,2020-06-14T00:00:00.000Z,0.021311
California_UnitedStates,Arizona_UnitedStates,2020-06-15T00:00:00.000Z,0.021301
California_UnitedStates,Arizona_UnitedStates,2020-06-16T00:00:00.000Z,0.021141999999999998
California_UnitedStates,Arizona_UnitedStates,2020-06-17T00:00:00.000Z,0.020911000000000003
California_UnitedStates,Arizona_UnitedStates,2020-06-18T00:00:00.000Z,0.021583
California_UnitedStates,Arizona_UnitedStates,2020-06-19T00:00:00.000Z,0.022099
California_UnitedStates,Arizona_UnitedStates,2020-06-20T00:00:00.000Z,0.022143
California_UnitedStates,Arizona_UnitedStates,2020-06-21T00:00:00.000Z,0.023586000000000003
California_UnitedStates,Arizona_UnitedStates,2020-06-22T00:00:00.000Z,0.023581
California_UnitedStates,Arizona_UnitedStates,2020-06-23T00:00:00.000Z,0.023538999999999997
California_UnitedStates,Arizona_UnitedStates,2020-06-24T00:00:00.000Z,0.023005
California_UnitedStates,Arizona_UnitedStates,2020-06-25T00:00:00.000Z,0.023400999999999998
California_UnitedStates,Arizona_UnitedStates,2020-06-26T00:00:00.000Z,0.024146
California_UnitedStates,Arizona_UnitedStates,2020-06-27T00:00:00.000Z,0.024221
California_UnitedStates,Arizona_UnitedStates,2020-06-28T00:00:00.000Z,0.025058
California_UnitedStates,Arizona_UnitedStates,2020-06-29T00:00:00.000Z,0.024506
California_UnitedStates,Arizona_UnitedStates,2020-06-30T00:00:00.000Z,0.023933000000000003
California_UnitedStates,Arizona_UnitedStates,2020-07-01T00:00:00.000Z,0.023766
California_UnitedStates,Arizona_UnitedStates,2020-07-02T00:00:00.000Z,0.023621
California_UnitedStates,Arizona_UnitedStates,2020-07-03T00:00:00.000Z,0.024513999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-04T00:00:00.000Z,0.024426
California_UnitedStates,Arizona_UnitedStates,2020-07-05T00:00:00.000Z,0.025960000000000004
California_UnitedStates,Arizona_UnitedStates,2020-07-06T00:00:00.000Z,0.025187
California_UnitedStates,Arizona_UnitedStates,2020-07-07T00:00:00.000Z,0.024008
California_UnitedStates,Arizona_UnitedStates,2020-07-08T00:00:00.000Z,0.023719999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-09T00:00:00.000Z,0.023819
California_UnitedStates,Arizona_UnitedStates,2020-07-10T00:00:00.000Z,0.023694999999999997
California_UnitedStates,Arizona_UnitedStates,2020-07-11T00:00:00.000Z,0.023944999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-12T00:00:00.000Z,0.024494
California_UnitedStates,Arizona_UnitedStates,2020-07-13T00:00:00.000Z,0.022897999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-14T00:00:00.000Z,0.022264
California_UnitedStates,Arizona_UnitedStates,2020-07-15T00:00:00.000Z,0.021721999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-16T00:00:00.000Z,0.021658
California_UnitedStates,Arizona_UnitedStates,2020-07-17T00:00:00.000Z,0.021874
California_UnitedStates,Arizona_UnitedStates,2020-07-18T00:00:00.000Z,0.022403
California_UnitedStates,Arizona_UnitedStates,2020-07-19T00:00:00.000Z,0.023205
California_UnitedStates,Arizona_UnitedStates,2020-07-20T00:00:00.000Z,0.021384999999999998
California_UnitedStates,Arizona_UnitedStates,2020-07-21T00:00:00.000Z,0.020773
California_UnitedStates,Arizona_UnitedStates,2020-07-22T00:00:00.000Z,0.020293000000000002
California_UnitedStates,Arizona_UnitedStates,2020-07-23T00:00:00.000Z,0.020357
California_UnitedStates,Arizona_UnitedStates,2020-07-24T00:00:00.000Z,0.02076
California_UnitedStates,Arizona_UnitedStates,2020-07-25T00:00:00.000Z,0.020779
California_UnitedStates,Arizona_UnitedStates,2020-07-26T00:00:00.000Z,0.021406
California_UnitedStates,Arizona_UnitedStates,2020-07-27T00:00:00.000Z,0.020894
California_UnitedStates,Arizona_UnitedStates,2020-07-28T00:00:00.000Z,0.020294
California_UnitedStates,Arizona_UnitedStates,2020-07-29T00:00:00.000Z,0.020076
California_UnitedStates,Arizona_UnitedStates,2020-07-30T00:00:00.000Z,0.020152
California_UnitedStates,Arizona_UnitedStates,2020-07-31T00:00:00.000Z,0.020777
California_UnitedStates,Arizona_UnitedStates,2020-08-01T00:00:00.000Z,0.020801
California_UnitedStates,Arizona_UnitedStates,2020-08-02T00:00:00.000Z,0.02147
California_UnitedStates,Arizona_UnitedStates,2020-08-03T00:00:00.000Z,0.020749
California_UnitedStates,Arizona_UnitedStates,2020-08-04T00:00:00.000Z,0.020424
California_UnitedStates,Arizona_UnitedStates,2020-08-05T00:00:00.000Z,0.020118
California_UnitedStates,Arizona_UnitedStates,2020-08-06T00:00:00.000Z,0.020217
California_UnitedStates,Arizona_UnitedStates,2020-08-07T00:00:00.000Z,0.020842
California_UnitedStates,Arizona_UnitedStates,2020-08-08T00:00:00.000Z,0.020955
California_UnitedStates,Arizona_UnitedStates,2020-08-09T00:00:00.000Z,0.022040999999999998
California_UnitedStates,Arizona_UnitedStates,2020-08-10T00:00:00.000Z,0.021176
California_UnitedStates,Arizona_UnitedStates,2020-08-11T00:00:00.000Z,0.021169
California_UnitedStates,Arizona_UnitedStates,2020-08-12T00:00:00.000Z,0.020988999999999997
California_UnitedStates,Arizona_UnitedStates,2020-08-13T00:00:00.000Z,0.021047
California_UnitedStates,Arizona_UnitedStates,2020-08-14T00:00:00.000Z,0.021243
California_UnitedStates,Arizona_UnitedStates,2020-08-15T00:00:00.000Z,0.021648
California_UnitedStates,Arizona_UnitedStates,2020-08-16T00:00:00.000Z,0.022635
California_UnitedStates,Arizona_UnitedStates,2020-08-17T00:00:00.000Z,0.021455000000000002
California_UnitedStates,Arizona_UnitedStates,2020-08-18T00:00:00.000Z,0.021034999999999998
California_UnitedStates,Arizona_UnitedStates,2020-08-19T00:00:00.000Z,0.020477000000000002
California_UnitedStates,Arizona_UnitedStates,2020-08-22T00:00:00.000Z,0.021447
California_UnitedStates,Arizona_UnitedStates,2020-08-26T00:00:00.000Z,0.020188
California_UnitedStates,Arizona_UnitedStates,2020-08-29T00:00:00.000Z,0.020467
California_UnitedStates,Arizona_UnitedStates,2020-09-02T00:00:00.000Z,0.018165
California_UnitedStates,Arizona_UnitedStates,2020-09-05T00:00:00.000Z,0.020691
California_UnitedStates,Arizona_UnitedStates,2020-09-09T00:00:00.000Z,0.021190999999999998
California_UnitedStates,Arizona_UnitedStates,2020-09-12T00:00:00.000Z,0.021169999999999998
California_UnitedStates,Arizona_UnitedStates,2020-09-16T00:00:00.000Z,0.02164
California_UnitedStates,Arizona_UnitedStates,2020-09-19T00:00:00.000Z,0.021797999999999998
California_UnitedStates,Arizona_UnitedStates,2020-09-23T00:00:00.000Z,0.019296999999999998
California_UnitedStates,Arizona_UnitedStates,2020-09-26T00:00:00.000Z,0.020736
California_UnitedStates,Arizona_UnitedStates,2020-09-30T00:00:00.000Z,0.0219
California_UnitedStates,Arizona_UnitedStates,2020-10-03T00:00:00.000Z,0.021752
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-20T00:00:00.000Z,0.000292
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-21T00:00:00.000Z,0.00028399999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-22T00:00:00.000Z,0.00028700000000000004
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-23T00:00:00.000Z,0.000304
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-24T00:00:00.000Z,0.000292
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-25T00:00:00.000Z,0.000265
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-26T00:00:00.000Z,0.000262
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-27T00:00:00.000Z,0.000245
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-28T00:00:00.000Z,0.00023999999999999998
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-29T00:00:00.000Z,0.000239
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-30T00:00:00.000Z,0.00023500000000000002
California_UnitedStates,RhodeIsland_UnitedStates,2020-01-31T00:00:00.000Z,0.000256
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-01T00:00:00.000Z,0.000261
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-02T00:00:00.000Z,0.000266
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-03T00:00:00.000Z,0.000281
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-04T00:00:00.000Z,0.000308
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-05T00:00:00.000Z,0.000281
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-06T00:00:00.000Z,0.000275
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-07T00:00:00.000Z,0.000264
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-08T00:00:00.000Z,0.00027
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-09T00:00:00.000Z,0.000278
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-10T00:00:00.000Z,0.000268
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-11T00:00:00.000Z,0.00028
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-12T00:00:00.000Z,0.000269
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-13T00:00:00.000Z,0.000271
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-14T00:00:00.000Z,0.00025499999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-15T00:00:00.000Z,0.000266
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-16T00:00:00.000Z,0.000271
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-17T00:00:00.000Z,0.000267
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-18T00:00:00.000Z,0.000285
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-19T00:00:00.000Z,0.00029
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-20T00:00:00.000Z,0.00027400000000000005
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-21T00:00:00.000Z,0.000272
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-22T00:00:00.000Z,0.00027400000000000005
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-23T00:00:00.000Z,0.000258
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-24T00:00:00.000Z,0.00029
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-25T00:00:00.000Z,0.000279
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-26T00:00:00.000Z,0.00028700000000000004
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-27T00:00:00.000Z,0.00028399999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-28T00:00:00.000Z,0.000312
California_UnitedStates,RhodeIsland_UnitedStates,2020-02-29T00:00:00.000Z,0.000297
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-01T00:00:00.000Z,0.000288
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-02T00:00:00.000Z,0.000302
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-03T00:00:00.000Z,0.00025499999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-04T00:00:00.000Z,0.000254
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-05T00:00:00.000Z,0.000248
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-06T00:00:00.000Z,0.000252
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-07T00:00:00.000Z,0.000258
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-08T00:00:00.000Z,0.00026000000000000003
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-09T00:00:00.000Z,0.00025699999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-10T00:00:00.000Z,0.000266
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-11T00:00:00.000Z,0.000256
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-12T00:00:00.000Z,0.000261
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-13T00:00:00.000Z,0.000231
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-14T00:00:00.000Z,0.000292
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-15T00:00:00.000Z,0.000273
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-16T00:00:00.000Z,0.000252
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-17T00:00:00.000Z,0.00025699999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-18T00:00:00.000Z,0.00026000000000000003
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-19T00:00:00.000Z,0.000271
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-20T00:00:00.000Z,0.000286
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-21T00:00:00.000Z,0.000305
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-22T00:00:00.000Z,0.000295
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-23T00:00:00.000Z,0.000286
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-24T00:00:00.000Z,0.00031299999999999996
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-25T00:00:00.000Z,0.000301
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-26T00:00:00.000Z,0.000279
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-27T00:00:00.000Z,0.000277
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-28T00:00:00.000Z,0.000298
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-29T00:00:00.000Z,0.000305
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-30T00:00:00.000Z,0.000273
California_UnitedStates,RhodeIsland_UnitedStates,2020-03-31T00:00:00.000Z,0.00022999999999999998
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-01T00:00:00.000Z,0.00018
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-02T00:00:00.000Z,0.000169
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-03T00:00:00.000Z,0.000205
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-04T00:00:00.000Z,0.00015900000000000002
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-05T00:00:00.000Z,0.000162
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-06T00:00:00.000Z,0.000146
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-07T00:00:00.000Z,0.000136
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-08T00:00:00.000Z,0.00011999999999999999
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-09T00:00:00.000Z,0.00011499999999999999
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-10T00:00:00.000Z,0.000131
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-11T00:00:00.000Z,0.000134
California_UnitedStates,RhodeIsland_UnitedStates,2020-04-12T00:00:00.000Z,0.000125
